period,value
2024-04-20T16,3287
2024-04-20T15,3340
2024-04-20T14,3468
2024-04-20T13,3652
2024-04-20T12,3902
2024-04-20T11,3419
2024-04-20T10,2990
2024-04-20T09,2711
2024-04-20T08,2607
2024-04-20T07,2606
2024-04-20T06,2869
2024-04-20T05,2849
2024-04-20T04,2767
2024-04-20T03,3313
2024-04-20T02,3930
2024-04-20T01,4075
2024-04-20T00,4050
2024-04-19T23,3892
2024-04-19T22,3593
2024-04-19T21,3738
2024-04-19T20,3720
2024-04-19T19,3604
2024-04-19T18,3554
2024-04-19T17,3663
2024-04-19T16,3691
2024-04-19T15,3664
2024-04-19T14,3752
2024-04-19T13,4045
2024-04-19T12,3627
2024-04-19T11,3298
2024-04-19T10,3273
2024-04-19T09,3189
2024-04-19T08,3178
2024-04-19T07,3164
2024-04-19T06,3227
2024-04-19T05,3367
2024-04-19T04,3174
2024-04-19T03,3651
2024-04-19T02,4006
2024-04-19T01,4201
2024-04-19T00,4212
2024-04-18T23,4136
2024-04-18T22,3970
2024-04-18T21,3887
2024-04-18T20,3839
2024-04-18T19,3876
2024-04-18T18,3890
2024-04-18T17,3763
2024-04-18T16,3746
2024-04-18T15,3733
2024-04-18T14,3639
2024-04-18T13,3628
2024-04-18T12,3518
2024-04-18T11,3113
2024-04-18T10,3136
2024-04-18T09,3060
2024-04-18T08,2983
2024-04-18T07,3047
2024-04-18T06,3064
2024-04-18T05,3154
2024-04-18T04,2886
2024-04-18T03,3306
2024-04-18T02,3767
2024-04-18T01,3964
2024-04-18T00,3960
2024-04-17T23,4002
2024-04-17T22,3734
2024-04-17T21,3625
2024-04-17T20,3727
2024-04-17T19,3754
2024-04-17T18,3628
2024-04-17T17,3461
2024-04-17T16,3328
2024-04-17T15,3253
2024-04-17T14,3268
2024-04-17T13,3347
2024-04-17T12,3511
2024-04-17T11,3101
2024-04-17T10,2899
2024-04-17T09,2693
2024-04-17T08,2658
2024-04-17T07,2656
2024-04-17T06,2681
2024-04-17T05,2742
2024-04-17T04,2809
2024-04-17T03,3186
2024-04-17T02,3733
2024-04-17T01,4011
2024-04-17T00,4031
2024-04-16T23,3845
2024-04-16T22,3622
2024-04-16T21,3316
2024-04-16T20,2962
2024-04-16T19,2852
2024-04-16T18,2859
2024-04-16T17,2953
2024-04-16T16,3224
2024-04-16T15,3232
2024-04-16T14,3183
2024-04-16T13,3299
2024-04-16T12,3586
2024-04-16T11,3135
2024-04-16T10,2793
2024-04-16T09,2727
2024-04-16T08,2643
2024-04-16T07,2633
2024-04-16T06,2668
2024-04-16T05,2767
2024-04-16T04,3075
2024-04-16T03,3641
2024-04-16T02,3867
2024-04-16T01,3911
2024-04-16T00,3816
2024-04-15T23,3803
2024-04-15T22,3728
2024-04-15T21,3614
2024-04-15T20,3602
2024-04-15T19,3672
2024-04-15T18,3623
2024-04-15T17,3549
2024-04-15T16,3589
2024-04-15T15,3416
2024-04-15T14,3752
2024-04-15T13,3926
2024-04-15T12,3773
2024-04-15T11,3371
2024-04-15T10,3005
2024-04-15T09,2672
2024-04-15T08,2560
2024-04-15T07,2601
2024-04-15T06,2681
2024-04-15T05,2944
2024-04-15T04,3156
2024-04-15T03,3654
2024-04-15T02,3965
2024-04-15T01,3947
2024-04-15T00,4000
2024-04-14T23,3765
2024-04-14T22,3870
2024-04-14T21,3631
2024-04-14T20,3611
2024-04-14T19,3445
2024-04-14T18,3694
2024-04-14T17,3660
2024-04-14T16,3505
2024-04-14T15,3453
2024-04-14T14,3527
2024-04-14T13,3448
2024-04-14T12,3469
2024-04-14T11,3326
2024-04-14T10,2899
2024-04-14T09,2765
2024-04-14T08,2833
2024-04-14T07,2764
2024-04-14T06,2927
2024-04-14T05,2991
2024-04-14T04,3054
2024-04-14T03,3660
2024-04-14T02,3755
2024-04-14T01,3904
2024-04-14T00,3859
2024-04-13T23,3816
2024-04-13T22,3715
2024-04-13T21,3581
2024-04-13T20,3427
2024-04-13T19,3479
2024-04-13T18,3656
2024-04-13T17,3663
2024-04-13T16,3492
2024-04-13T15,3489
2024-04-13T14,3559
2024-04-13T13,3181
2024-04-13T12,3036
2024-04-13T11,2658
2024-04-13T10,2684
2024-04-13T09,2524
2024-04-13T08,2577
2024-04-13T07,2801
2024-04-13T06,2700
2024-04-13T05,2813
2024-04-13T04,3104
2024-04-13T03,3489
2024-04-13T02,3514
2024-04-13T01,3663
2024-04-13T00,3593
2024-04-12T23,3521
2024-04-12T22,3505
2024-04-12T21,3501
2024-04-12T20,3597
2024-04-12T19,3317
2024-04-12T18,3521
2024-04-12T17,3327
2024-04-12T16,3106
2024-04-12T15,3424
2024-04-12T14,3929
2024-04-12T13,3847
2024-04-12T12,3904
2024-04-12T11,3514
2024-04-12T10,2636
2024-04-12T09,2514
2024-04-12T08,2450
2024-04-12T07,2414
2024-04-12T06,2492
2024-04-12T05,2565
2024-04-12T04,2698
2024-04-12T03,3083
2024-04-12T02,3588
2024-04-12T01,3680
2024-04-12T00,3631
2024-04-11T23,3670
2024-04-11T22,3746
2024-04-11T21,3865
2024-04-11T20,3610
2024-04-11T19,3637
2024-04-11T18,3469
2024-04-11T17,3518
2024-04-11T16,3523
2024-04-11T15,3760
2024-04-11T14,3742
2024-04-11T13,3765
2024-04-11T12,3844
2024-04-11T11,3405
2024-04-11T10,2659
2024-04-11T09,2523
2024-04-11T08,2560
2024-04-11T07,2481
2024-04-11T06,2615
2024-04-11T05,2616
2024-04-11T04,2888
2024-04-11T03,3457
2024-04-11T02,3785
2024-04-11T01,3717
2024-04-11T00,3754
2024-04-10T23,3678
2024-04-10T22,3662
2024-04-10T21,3593
2024-04-10T20,3363
2024-04-10T19,3262
2024-04-10T18,3282
2024-04-10T17,3267
2024-04-10T16,3250
2024-04-10T15,3243
2024-04-10T14,3376
2024-04-10T13,3529
2024-04-10T12,3464
2024-04-10T11,3038
2024-04-10T10,2725
2024-04-10T09,2568
2024-04-10T08,2635
2024-04-10T07,2709
2024-04-10T06,2651
2024-04-10T05,2585
2024-04-10T04,2740
2024-04-10T03,3067
2024-04-10T02,3545
2024-04-10T01,3887
2024-04-10T00,3906
2024-04-09T23,3679
2024-04-09T22,3350
2024-04-09T21,3071
2024-04-09T20,2836
2024-04-09T19,3005
2024-04-09T18,2978
2024-04-09T17,3068
2024-04-09T16,3225
2024-04-09T15,3190
2024-04-09T14,3441
2024-04-09T13,3525
2024-04-09T12,3612
2024-04-09T11,3185
2024-04-09T10,2977
2024-04-09T09,2774
2024-04-09T08,2762
2024-04-09T07,2775
2024-04-09T06,2847
2024-04-09T05,2874
2024-04-09T04,2974
2024-04-09T03,3369
2024-04-09T02,3663
2024-04-09T01,3697
2024-04-09T00,3842
2024-04-08T23,3879
2024-04-08T22,3421
2024-04-08T21,3342
2024-04-08T20,3509
2024-04-08T19,3113
2024-04-08T18,2958
2024-04-08T17,2999
2024-04-08T16,3286
2024-04-08T15,3514
2024-04-08T14,3501
2024-04-08T13,3487
2024-04-08T12,3575
2024-04-08T11,3362
2024-04-08T10,2995
2024-04-08T09,2955
2024-04-08T08,2917
2024-04-08T07,2988
2024-04-08T06,3010
2024-04-08T05,3076
2024-04-08T04,3013
2024-04-08T03,3054
2024-04-08T02,3566
2024-04-08T01,4084
2024-04-08T00,4067
2024-04-07T23,3698
2024-04-07T22,3115
2024-04-07T21,2827
2024-04-07T20,2576
2024-04-07T19,2443
2024-04-07T18,2503
2024-04-07T17,2616
2024-04-07T16,2850
2024-04-07T15,2897
2024-04-07T14,2946
2024-04-07T13,3015
2024-04-07T12,3217
2024-04-07T11,2996
2024-04-07T10,2728
2024-04-07T09,2594
2024-04-07T08,2584
2024-04-07T07,2535
2024-04-07T06,2713
2024-04-07T05,2684
2024-04-07T04,3364
2024-04-07T03,3442
2024-04-07T02,3751
2024-04-07T01,3725
2024-04-07T00,3793
2024-04-06T23,3510
2024-04-06T22,3043
2024-04-06T21,2967
2024-04-06T20,2875
2024-04-06T19,2849
2024-04-06T18,2852
2024-04-06T17,2864
2024-04-06T16,2938
2024-04-06T15,2907
2024-04-06T14,3056
2024-04-06T13,3240
2024-04-06T12,3443
2024-04-06T11,2792
2024-04-06T10,2427
2024-04-06T09,2397
2024-04-06T08,2341
2024-04-06T07,2390
2024-04-06T06,2557
2024-04-06T05,2627
2024-04-06T04,3032
2024-04-06T03,3317
2024-04-06T02,3802
2024-04-06T01,3762
2024-04-06T00,3818
2024-04-05T23,3889
2024-04-05T22,3505
2024-04-05T21,3384
2024-04-05T20,3241
2024-04-05T19,3270
2024-04-05T18,3226
2024-04-05T17,3189
2024-04-05T16,3423
2024-04-05T15,3597
2024-04-05T14,3674
2024-04-05T13,3661
2024-04-05T12,3673
2024-04-05T11,3027
2024-04-05T10,2650
2024-04-05T09,2570
2024-04-05T08,2561
2024-04-05T07,2565
2024-04-05T06,2620
2024-04-05T05,2699
2024-04-05T04,2834
2024-04-05T03,3468
2024-04-05T02,3820
2024-04-05T01,3825
2024-04-05T00,3870
2024-04-04T23,3799
2024-04-04T22,3652
2024-04-04T21,3198
2024-04-04T20,3126
2024-04-04T19,3196
2024-04-04T18,3301
2024-04-04T17,3580
2024-04-04T16,3569
2024-04-04T15,3758
2024-04-04T14,3917
2024-04-04T13,3894
2024-04-04T12,4057
2024-04-04T11,3615
2024-04-04T10,2798
2024-04-04T09,2448
2024-04-04T08,2405
2024-04-04T07,2628
2024-04-04T06,2696
2024-04-04T05,2839
2024-04-04T04,2993
2024-04-04T03,3490
2024-04-04T02,3848
2024-04-04T01,3732
2024-04-04T00,3844
2024-04-03T23,3792
2024-04-03T22,3971
2024-04-03T21,3968
2024-04-03T20,3804
2024-04-03T19,3909
2024-04-03T18,3761
2024-04-03T17,3743
2024-04-03T16,3723
2024-04-03T15,3681
2024-04-03T14,3856
2024-04-03T13,3695
2024-04-03T12,3438
2024-04-03T11,3087
2024-04-03T10,2540
2024-04-03T09,2540
2024-04-03T08,2330
2024-04-03T07,2481
2024-04-03T06,2473
2024-04-03T05,2481
2024-04-03T04,2658
2024-04-03T03,3003
2024-04-03T02,3273
2024-04-03T01,3397
2024-04-03T00,3414
2024-04-02T23,3679
2024-04-02T22,3695
2024-04-02T21,3365
2024-04-02T20,3220
2024-04-02T19,3160
2024-04-02T18,3178
2024-04-02T17,3178
2024-04-02T16,3144
2024-04-02T15,3067
2024-04-02T14,3132
2024-04-02T13,3087
2024-04-02T12,3049
2024-04-02T11,2928
2024-04-02T10,2796
2024-04-02T09,2734
2024-04-02T08,2725
2024-04-02T07,2731
2024-04-02T06,2728
2024-04-02T05,2804
2024-04-02T04,2974
2024-04-02T03,3240
2024-04-02T02,3558
2024-04-02T01,3796
2024-04-02T00,3907
2024-04-01T23,3421
2024-04-01T22,3373
2024-04-01T21,3126
2024-04-01T20,3044
2024-04-01T19,3123
2024-04-01T18,3137
2024-04-01T17,3248
2024-04-01T16,3564
2024-04-01T15,3663
2024-04-01T14,3695
2024-04-01T13,3679
2024-04-01T12,3602
2024-04-01T11,3303
2024-04-01T10,3080
2024-04-01T09,3057
2024-04-01T08,3030
2024-04-01T07,2995
2024-04-01T06,3000
2024-04-01T05,2947
2024-04-01T04,3050
2024-04-01T03,3584
2024-04-01T02,3652
2024-04-01T01,3602
2024-04-01T00,3700
2024-03-31T23,3513
2024-03-31T22,3330
2024-03-31T21,3014
2024-03-31T20,2811
2024-03-31T19,2803
2024-03-31T18,3099
2024-03-31T17,3114
2024-03-31T16,3306
2024-03-31T15,3413
2024-03-31T14,3524
2024-03-31T13,3542
2024-03-31T12,3567
2024-03-31T11,3012
2024-03-31T10,2842
2024-03-31T09,2827
2024-03-31T08,2778
2024-03-31T07,2655
2024-03-31T06,2799
2024-03-31T05,2834
2024-03-31T04,3028
2024-03-31T03,3507
2024-03-31T02,3500
2024-03-31T01,3859
2024-03-31T00,3979
2024-03-30T23,3554
2024-03-30T22,3405
2024-03-30T21,3255
2024-03-30T20,3083
2024-03-30T19,2866
2024-03-30T18,2896
2024-03-30T17,3007
2024-03-30T16,3147
2024-03-30T15,3305
2024-03-30T14,3808
2024-03-30T13,3793
2024-03-30T12,3791
2024-03-30T11,3108
2024-03-30T10,3128
2024-03-30T09,3102
2024-03-30T08,3106
2024-03-30T07,3111
2024-03-30T06,3116
2024-03-30T05,3230
2024-03-30T04,3168
2024-03-30T03,3738
2024-03-30T02,3954
2024-03-30T01,4049
2024-03-30T00,4109
2024-03-29T23,4014
2024-03-29T22,3908
2024-03-29T21,3861
2024-03-29T20,3551
2024-03-29T19,3356
2024-03-29T18,3507
2024-03-29T17,3838
2024-03-29T16,3822
2024-03-29T15,3866
2024-03-29T14,3967
2024-03-29T13,3986
2024-03-29T12,4023
2024-03-29T11,3373
2024-03-29T10,2938
2024-03-29T09,2983
2024-03-29T08,2913
2024-03-29T07,2944
2024-03-29T06,3070
2024-03-29T05,2948
2024-03-29T04,3133
2024-03-29T03,3717
2024-03-29T02,3828
2024-03-29T01,3848
2024-03-29T00,3905
2024-03-28T23,3708
2024-03-28T22,3653
2024-03-28T21,3639
2024-03-28T20,3675
2024-03-28T19,3670
2024-03-28T18,3825
2024-03-28T17,3849
2024-03-28T16,3856
2024-03-28T15,3820
2024-03-28T14,3841
2024-03-28T13,4022
2024-03-28T12,3874
2024-03-28T11,3447
2024-03-28T10,2745
2024-03-28T09,2737
2024-03-28T08,2686
2024-03-28T07,2745
2024-03-28T06,2966
2024-03-28T05,2814
2024-03-28T04,3153
2024-03-28T03,3618
2024-03-28T02,3940
2024-03-28T01,3953
2024-03-28T00,3955
2024-03-27T23,3977
2024-03-27T22,4007
2024-03-27T21,3975
2024-03-27T20,3916
2024-03-27T19,3910
2024-03-27T18,3905
2024-03-27T17,3838
2024-03-27T16,3908
2024-03-27T15,3883
2024-03-27T14,3878
2024-03-27T13,4030
2024-03-27T12,4119
2024-03-27T11,3716
2024-03-27T10,3499
2024-03-27T09,2893
2024-03-27T08,2525
2024-03-27T07,2491
2024-03-27T06,2409
2024-03-27T05,2692
2024-03-27T04,2889
2024-03-27T03,3457
2024-03-27T02,3822
2024-03-27T01,3870
2024-03-27T00,3906
2024-03-26T23,3749
2024-03-26T22,3712
2024-03-26T21,3913
2024-03-26T20,3769
2024-03-26T19,3920
2024-03-26T18,3604
2024-03-26T17,3598
2024-03-26T16,3689
2024-03-26T15,3751
2024-03-26T14,3662
2024-03-26T13,3672
2024-03-26T12,3681
2024-03-26T11,3076
2024-03-26T10,2723
2024-03-26T09,2485
2024-03-26T08,2416
2024-03-26T07,2460
2024-03-26T06,2462
2024-03-26T05,2471
2024-03-26T04,2841
2024-03-26T03,3506
2024-03-26T02,3618
2024-03-26T01,3592
2024-03-26T00,3673
2024-03-25T23,3757
2024-03-25T22,3621
2024-03-25T21,3547
2024-03-25T20,3460
2024-03-25T19,3398
2024-03-25T18,3520
2024-03-25T17,3626
2024-03-25T16,3688
2024-03-25T15,3693
2024-03-25T14,3577
2024-03-25T13,3611
2024-03-25T12,3846
2024-03-25T11,3174
2024-03-25T10,2718
2024-03-25T09,2412
2024-03-25T08,2337
2024-03-25T07,2395
2024-03-25T06,2477
2024-03-25T05,2518
2024-03-25T04,2841
2024-03-25T03,3647
2024-03-25T02,3792
2024-03-25T01,4005
2024-03-25T00,4024
2024-03-24T23,3885
2024-03-24T22,3621
2024-03-24T21,3486
2024-03-24T20,3443
2024-03-24T19,3477
2024-03-24T18,3480
2024-03-24T17,3464
2024-03-24T16,3512
2024-03-24T15,3566
2024-03-24T14,3678
2024-03-24T13,3831
2024-03-24T12,3650
2024-03-24T11,2929
2024-03-24T10,2533
2024-03-24T09,2559
2024-03-24T08,2456
2024-03-24T07,2407
2024-03-24T06,2514
2024-03-24T05,2477
2024-03-24T04,3018
2024-03-24T03,3663
2024-03-24T02,3821
2024-03-24T01,3988
2024-03-24T00,4145
2024-03-23T23,4138
2024-03-23T22,3858
2024-03-23T21,3982
2024-03-23T20,4077
2024-03-23T19,4131
2024-03-23T18,4106
2024-03-23T17,4053
2024-03-23T16,4131
2024-03-23T15,4059
2024-03-23T14,4029
2024-03-23T13,3991
2024-03-23T12,4092
2024-03-23T11,3257
2024-03-23T10,2795
2024-03-23T09,2824
2024-03-23T08,2861
2024-03-23T07,2854
2024-03-23T06,2911
2024-03-23T05,2867
2024-03-23T04,2962
2024-03-23T03,3782
2024-03-23T02,4153
2024-03-23T01,4450
2024-03-23T00,4447
2024-03-22T23,4333
2024-03-22T22,4198
2024-03-22T21,4076
2024-03-22T20,4149
2024-03-22T19,4177
2024-03-22T18,4156
2024-03-22T17,4122
2024-03-22T16,3882
2024-03-22T15,3842
2024-03-22T14,3937
2024-03-22T13,4165
2024-03-22T12,4151
2024-03-22T11,3685
2024-03-22T10,3364
2024-03-22T09,3229
2024-03-22T08,3188
2024-03-22T07,3152
2024-03-22T06,3192
2024-03-22T05,3092
2024-03-22T04,3170
2024-03-22T03,3719
2024-03-22T02,4113
2024-03-22T01,4123
2024-03-22T00,4224
2024-03-21T23,4171
2024-03-21T22,3810
2024-03-21T21,3740
2024-03-21T20,3768
2024-03-21T19,3811
2024-03-21T18,3802
2024-03-21T17,3764
2024-03-21T16,3746
2024-03-21T15,3808
2024-03-21T14,3942
2024-03-21T13,4128
2024-03-21T12,4034
2024-03-21T11,3442
2024-03-21T10,3070
2024-03-21T09,3078
2024-03-21T08,3048
2024-03-21T07,2972
2024-03-21T06,2987
2024-03-21T05,3048
2024-03-21T04,3047
2024-03-21T03,3719
2024-03-21T02,4047
2024-03-21T01,4099
2024-03-21T00,4229
2024-03-20T23,4114
2024-03-20T22,4281
2024-03-20T21,4053
2024-03-20T20,3897
2024-03-20T19,3899
2024-03-20T18,4000
2024-03-20T17,4184
2024-03-20T16,4291
2024-03-20T15,4250
2024-03-20T14,4267
2024-03-20T13,3995
2024-03-20T12,4138
2024-03-20T11,3639
2024-03-20T10,3048
2024-03-20T09,3138
2024-03-20T08,2998
2024-03-20T07,3140
2024-03-20T06,3007
2024-03-20T05,3072
2024-03-20T04,3264
2024-03-20T03,3770
2024-03-20T02,3909
2024-03-20T01,4013
2024-03-20T00,4059
2024-03-19T23,3978
2024-03-19T22,3977
2024-03-19T21,3970
2024-03-19T20,3890
2024-03-19T19,3881
2024-03-19T18,3861
2024-03-19T17,3806
2024-03-19T16,3791
2024-03-19T15,3833
2024-03-19T14,3890
2024-03-19T13,3802
2024-03-19T12,3888
2024-03-19T11,3374
2024-03-19T10,2974
2024-03-19T09,2961
2024-03-19T08,2953
2024-03-19T07,2959
2024-03-19T06,2985
2024-03-19T05,2965
2024-03-19T04,3099
2024-03-19T03,3749
2024-03-19T02,3894
2024-03-19T01,3975
2024-03-19T00,3930
2024-03-18T23,3972
2024-03-18T22,3977
2024-03-18T21,3927
2024-03-18T20,3899
2024-03-18T19,3923
2024-03-18T18,3943
2024-03-18T17,3919
2024-03-18T16,3942
2024-03-18T15,3948
2024-03-18T14,3995
2024-03-18T13,3946
2024-03-18T12,3961
2024-03-18T11,3462
2024-03-18T10,2725
2024-03-18T09,2600
2024-03-18T08,2594
2024-03-18T07,2576
2024-03-18T06,2559
2024-03-18T05,2597
2024-03-18T04,2970
2024-03-18T03,3758
2024-03-18T02,3872
2024-03-18T01,3827
2024-03-18T00,3837
2024-03-17T23,3860
2024-03-17T22,3775
2024-03-17T21,3670
2024-03-17T20,3668
2024-03-17T19,3646
2024-03-17T18,3633
2024-03-17T17,3750
2024-03-17T16,3748
2024-03-17T15,3672
2024-03-17T14,3757
2024-03-17T13,3409
2024-03-17T12,3361
2024-03-17T11,2812
2024-03-17T10,2489
2024-03-17T09,2374
2024-03-17T08,2518
2024-03-17T07,2540
2024-03-17T06,2495
2024-03-17T05,2500
2024-03-17T04,2848
2024-03-17T03,3622
2024-03-17T02,3670
2024-03-17T01,3700
2024-03-17T00,3772
2024-03-16T23,3728
2024-03-16T22,3649
2024-03-16T21,3654
2024-03-16T20,3609
2024-03-16T19,3536
2024-03-16T18,3443
2024-03-16T17,3374
2024-03-16T16,3633
2024-03-16T15,3677
2024-03-16T14,3856
2024-03-16T13,3838
2024-03-16T12,3843
2024-03-16T11,3060
2024-03-16T10,2644
2024-03-16T09,2725
2024-03-16T08,2629
2024-03-16T07,2639
2024-03-16T06,2657
2024-03-16T05,2849
2024-03-16T04,3016
2024-03-16T03,3846
2024-03-16T02,3875
2024-03-16T01,4020
2024-03-16T00,4055
2024-03-15T23,4045
2024-03-15T22,4068
2024-03-15T21,4072
2024-03-15T20,4143
2024-03-15T19,4046
2024-03-15T18,4029
2024-03-15T17,3966
2024-03-15T16,4073
2024-03-15T15,4155
2024-03-15T14,4180
2024-03-15T13,4131
2024-03-15T12,3891
2024-03-15T11,3316
2024-03-15T10,2977
2024-03-15T09,3051
2024-03-15T08,3060
2024-03-15T07,3042
2024-03-15T06,3013
2024-03-15T05,2933
2024-03-15T04,3015
2024-03-15T03,3610
2024-03-15T02,4013
2024-03-15T01,4068
2024-03-15T00,4048
2024-03-14T23,4052
2024-03-14T22,4081
2024-03-14T21,4066
2024-03-14T20,4004
2024-03-14T19,3988
2024-03-14T18,3957
2024-03-14T17,3714
2024-03-14T16,3723
2024-03-14T15,4032
2024-03-14T14,4054
2024-03-14T13,4010
2024-03-14T12,3968
2024-03-14T11,3243
2024-03-14T10,3079
2024-03-14T09,3049
2024-03-14T08,3023
2024-03-14T07,3018
2024-03-14T06,3023
2024-03-14T05,3043
2024-03-14T04,3027
2024-03-14T03,3603
2024-03-14T02,3957
2024-03-14T01,4013
2024-03-14T00,4053
2024-03-13T23,3978
2024-03-13T22,3703
2024-03-13T21,3480
2024-03-13T20,3431
2024-03-13T19,3490
2024-03-13T18,3419
2024-03-13T17,3536
2024-03-13T16,3700
2024-03-13T15,3792
2024-03-13T14,3761
2024-03-13T13,3802
2024-03-13T12,3844
2024-03-13T11,3414
2024-03-13T10,3018
2024-03-13T09,2908
2024-03-13T08,2820
2024-03-13T07,2759
2024-03-13T06,2778
2024-03-13T05,2864
2024-03-13T04,3216
2024-03-13T03,3691
2024-03-13T02,3772
2024-03-13T01,3912
2024-03-13T00,3934
2024-03-12T23,4088
2024-03-12T22,3768
2024-03-12T21,3481
2024-03-12T20,3415
2024-03-12T19,3359
2024-03-12T18,3274
2024-03-12T17,3255
2024-03-12T16,3279
2024-03-12T15,3693
2024-03-12T14,3714
2024-03-12T13,3874
2024-03-12T12,3904
2024-03-12T11,3376
2024-03-12T10,3091
2024-03-12T09,2863
2024-03-12T08,2730
2024-03-12T07,2738
2024-03-12T06,2706
2024-03-12T05,2814
2024-03-12T04,3238
2024-03-12T03,3624
2024-03-12T02,3945
2024-03-12T01,4118
2024-03-12T00,3973
2024-03-11T23,4016
2024-03-11T22,3912
2024-03-11T21,3781
2024-03-11T20,3782
2024-03-11T19,3735
2024-03-11T18,3761
2024-03-11T17,3838
2024-03-11T16,3850
2024-03-11T15,3917
2024-03-11T14,4104
2024-03-11T13,4023
2024-03-11T12,3959
2024-03-11T11,3400
2024-03-11T10,2890
2024-03-11T09,2795
2024-03-11T08,2692
2024-03-11T07,2618
2024-03-11T06,2701
2024-03-11T05,2680
2024-03-11T04,2919
2024-03-11T03,3561
2024-03-11T02,3871
2024-03-11T01,3940
2024-03-11T00,3847
2024-03-10T23,3979
2024-03-10T22,3866
2024-03-10T21,3779
2024-03-10T20,3754
2024-03-10T19,3747
2024-03-10T18,3740
2024-03-10T17,3746
2024-03-10T16,3761
2024-03-10T15,3747
2024-03-10T14,3758
2024-03-10T13,3728
2024-03-10T12,3226
2024-03-10T11,2621
2024-03-10T10,2506
2024-03-10T09,2601
2024-03-10T08,2644
2024-03-10T07,2484
2024-03-10T06,2561
2024-03-10T05,2940
2024-03-10T04,3634
2024-03-10T03,3833
2024-03-10T02,3847
2024-03-10T01,3911
2024-03-10T00,3984
2024-03-09T23,3880
2024-03-09T22,3850
2024-03-09T21,3810
2024-03-09T20,3793
2024-03-09T19,3802
2024-03-09T18,3799
2024-03-09T17,3831
2024-03-09T16,3807
2024-03-09T15,3795
2024-03-09T14,3732
2024-03-09T13,3473
2024-03-09T12,3135
2024-03-09T11,3011
2024-03-09T10,2901
2024-03-09T09,2869
2024-03-09T08,2877
2024-03-09T07,3027
2024-03-09T06,3130
2024-03-09T05,3205
2024-03-09T04,3684
2024-03-09T03,3826
2024-03-09T02,3840
2024-03-09T01,3836
2024-03-09T00,3852
2024-03-08T23,3899
2024-03-08T22,3891
2024-03-08T21,3638
2024-03-08T20,3592
2024-03-08T19,3570
2024-03-08T18,3555
2024-03-08T17,3652
2024-03-08T16,3609
2024-03-08T15,3637
2024-03-08T14,3718
2024-03-08T13,3765
2024-03-08T12,3323
2024-03-08T11,2891
2024-03-08T10,2627
2024-03-08T09,2612
2024-03-08T08,2589
2024-03-08T07,2477
2024-03-08T06,2357
2024-03-08T05,2717
2024-03-08T04,3314
2024-03-08T03,3689
2024-03-08T02,3610
2024-03-08T01,3806
2024-03-08T00,3754
2024-03-07T23,3782
2024-03-07T22,3797
2024-03-07T21,3735
2024-03-07T20,3604
2024-03-07T19,3490
2024-03-07T18,3631
2024-03-07T17,3811
2024-03-07T16,3607
2024-03-07T15,3638
2024-03-07T14,3511
2024-03-07T13,3750
2024-03-07T12,3340
2024-03-07T11,3070
2024-03-07T10,2693
2024-03-07T09,2475
2024-03-07T08,2374
2024-03-07T07,2644
2024-03-07T06,2862
2024-03-07T05,2598
2024-03-07T04,3259
2024-03-07T03,3634
2024-03-07T02,3985
2024-03-07T01,4061
2024-03-07T00,4180
2024-03-06T23,4081
2024-03-06T22,3919
2024-03-06T21,3827
2024-03-06T20,3917
2024-03-06T19,3986
2024-03-06T18,4069
2024-03-06T17,4074
2024-03-06T16,4030
2024-03-06T15,4057
2024-03-06T14,4156
2024-03-06T13,3922
2024-03-06T12,3331
2024-03-06T11,2801
2024-03-06T10,2581
2024-03-06T09,2747
2024-03-06T08,2247
2024-03-06T07,2333
2024-03-06T06,2656
2024-03-06T05,2775
2024-03-06T04,3387
2024-03-06T03,3826
2024-03-06T02,3728
2024-03-06T01,3786
2024-03-06T00,3906
2024-03-05T23,3757
2024-03-05T22,3824
2024-03-05T21,3615
2024-03-05T20,3591
2024-03-05T19,3600
2024-03-05T18,3653
2024-03-05T17,3693
2024-03-05T16,3625
2024-03-05T15,3598
2024-03-05T14,3531
2024-03-05T13,3544
2024-03-05T12,2923
2024-03-05T11,2602
2024-03-05T10,2485
2024-03-05T09,2489
2024-03-05T08,2447
2024-03-05T07,2503
2024-03-05T06,2481
2024-03-05T05,2735
2024-03-05T04,3317
2024-03-05T03,3450
2024-03-05T02,3396
2024-03-05T01,3418
2024-03-05T00,3619
2024-03-04T23,3616
2024-03-04T22,3453
2024-03-04T21,3519
2024-03-04T20,3523
2024-03-04T19,3534
2024-03-04T18,3557
2024-03-04T17,3265
2024-03-04T16,3546
2024-03-04T15,3522
2024-03-04T14,3566
2024-03-04T13,3608
2024-03-04T12,2996
2024-03-04T11,2594
2024-03-04T10,2444
2024-03-04T09,2470
2024-03-04T08,2464
2024-03-04T07,2475
2024-03-04T06,2548
2024-03-04T05,2799
2024-03-04T04,3235
2024-03-04T03,3648
2024-03-04T02,3882
2024-03-04T01,3846
2024-03-04T00,3668
2024-03-03T23,3686
2024-03-03T22,3646
2024-03-03T21,3590
2024-03-03T20,3582
2024-03-03T19,3558
2024-03-03T18,3396
2024-03-03T17,3386
2024-03-03T16,3472
2024-03-03T15,3391
2024-03-03T14,3438
2024-03-03T13,3398
2024-03-03T12,2879
2024-03-03T11,2596
2024-03-03T10,2541
2024-03-03T09,2566
2024-03-03T08,2621
2024-03-03T07,2639
2024-03-03T06,2670
2024-03-03T05,2863
2024-03-03T04,3367
2024-03-03T03,3676
